X,Y,OBJECTID,NAME,CLASS,STATE_ABBR,STATE_FIPS,PLACE_FIPS,POPULATION,POP_CLASS,POP_SQMI,SQMI,CAPITAL
-121.468298934,38.5666411380001,557,Sacramento,city,CA,06,0664000,524943,10,5212.9,100.7,State
-121.086591468,37.7154309920001,558,Salida,Census Designated Place,CA,06,0664210,13886,6,6255,2.22,
-121.631437694,36.688217653,559,Salinas,city,CA,06,0664224,163542,8,6944.5,23.55,
-122.570245002,37.981764201,560,San Anselmo,town,CA,06,0664434,12830,6,4787.3,2.68,
-117.284954845,34.108534752,561,San Bernardino,city,CA,06,0665000,222101,8,3555.9,62.46,
-122.431308501,37.625387593,562,San Bruno,city,CA,06,0665028,43908,6,7997.8,5.49,
-119.229151991,34.2739880830001,563,San Buenaventura (Ventura),city,CA,06,0665042,110763,8,5039.3,21.98,
-122.268548702,37.4981312790001,564,San Carlos,city,CA,06,0665070,30722,6,5678.7,5.41,
-117.610219672,33.44972155,565,San Clemente,city,CA,06,0665084,64293,7,3499.9,18.37,
-117.145564124,32.7203287040001,566,San Diego,city,CA,06,0666000,1386932,10,4210,329.44,
-116.787581611,33.0093533570001,567,San Diego Country Estates,Census Designated Place,CA,06,0666004,10395,6,619.5,16.78,
-117.809604174,34.107716173,568,San Dimas,city,CA,06,0666070,34924,6,2264.9,15.42,
-118.436242616,34.288653213,569,San Fernando,city,CA,06,0666140,23946,6,10103.8,2.37,
-122.442449569,37.7669235540001,570,San Francisco,city,CA,06,0667000,873965,10,18465.3,47.33,
-118.098730839,34.094984261,571,San Gabriel,city,CA,06,0667042,39568,6,9557.5,4.14,
-119.558027401,36.7009036090001,572,Sanger,city,CA,06,0667056,26617,6,4613,5.77,
-116.95610518,33.782107243,573,San Jacinto,city,CA,06,0667112,53898,7,2063.5,26.12,
-121.886414923,37.339413974,574,San Jose,city,CA,06,0668000,1013240,10,5616.6,180.4,
-117.654394612,33.5008969200001,575,San Juan Capistrano,city,CA,06,0668028,35196,6,2439.1,14.43,
-122.159133319,37.707465454,576,San Leandro,city,CA,06,0668084,91008,7,6827.3,13.33,
-122.134689251,37.673727307,577,San Lorenzo,Census Designated Place,CA,06,0668112,29581,6,9698.7,3.05,
-120.669079504,35.2669215130001,578,San Luis Obispo,city,CA,06,0668154,47063,6,3499.1,13.45,
-117.170307,33.1357534950001,579,San Marcos,city,CA,06,0668196,94833,7,3889.8,24.38,
-118.11318747,34.122377801,580,San Marino,city,CA,06,0668224,12513,6,3319.1,3.77,
-122.314367421,37.55129049,581,San Mateo,city,CA,06,0668252,105661,8,8717.9,12.12,
-122.342564251,37.962857199,582,San Pablo,city,CA,06,0668294,32127,6,12262.2,2.62,
-122.5195125,37.961397984,583,San Rafael,city,CA,06,0668364,61271,7,3677.7,16.66,
-121.97301325,37.767403873,584,San Ramon,city,CA,06,0668378,84605,7,4519.5,18.72,
-117.881863971,33.7366241400001,585,Santa Ana,city,CA,06,0669000,310227,9,11334.6,27.37,
-119.7022145,34.4246496590001,586,Santa Barbara,city,CA,06,0669070,88665,7,4521.4,19.61,
-121.967935118,37.3646654820001,587,Santa Clara,city,CA,06,0669084,127647,8,6982.9,18.28,
-118.553498705,34.4114340990001,588,Santa Clarita,city,CA,06,0669088,228673,8,3228.9,70.82,
-122.047069358,36.975828311,589,Santa Cruz,city,CA,06,0669112,62956,7,4945.5,12.73,
-118.08103775,33.948148411,590,Santa Fe Springs,city,CA,06,0669154,19219,6,2159.4,8.9,
-120.443362198,34.9334562120001,591,Santa Maria,city,CA,06,0669196,109707,8,4684.3,23.42,
-118.481560402,34.023189195,592,Santa Monica,city,CA,06,0670000,93076,7,11067.3,8.41,
-119.069725695,34.3520869340001,593,Santa Paula,city,CA,06,0670042,30657,6,5387.9,5.69,
-122.699859433,38.449292008,594,Santa Rosa,city,CA,06,0670098,178127,8,4171.6,42.7,
-116.984869569,32.8554452390001,595,Santee,city,CA,06,0670224,60037,7,3590.7,16.72,
-122.025410037,37.2684976030001,596,Saratoga,city,CA,06,0670280,31051,6,2429.7,12.78,
-122.011762092,37.0555010670001,597,Scotts Valley,city,CA,06,0670588,12224,6,2645.9,4.62,
-118.10479951,33.742527866,598,Seal Beach,city,CA,06,0670686,25242,6,2222,11.36,
-121.851172505,36.604229995,599,Seaside,city,CA,06,0670742,32366,6,3608.2,8.97,
-119.615578554,36.574306721,600,Selma,city,CA,06,0670882,24674,6,4246.8,5.81,
-119.274650424,35.509194591,601,Shafter,city,CA,06,0671106,19953,6,515.6,38.7,
-118.050337387,34.1687154750001,602,Sierra Madre,city,CA,06,0671806,11268,6,3806.8,2.96,
-118.168105501,33.802934157,603,Signal Hill,city,CA,06,0671876,11848,6,5410,2.19,
-118.720247722,34.2877768980001,604,Simi Valley,city,CA,06,0672016,126356,8,2990.7,42.25,
-117.257264651,32.994596905,605,Solana Beach,city,CA,06,0672506,12941,6,3795,3.41,
-121.321916425,36.4306081500001,606,Soledad,city,CA,06,0672520,24925,6,5360.2,4.65,
-122.459969792,38.2903109260001,607,Sonoma,city,CA,06,0672646,10739,6,3919.3,2.74,
-118.048321106,34.0493407980001,608,South El Monte,city,CA,06,0672996,19567,6,6865.6,2.85,
-118.192554891,33.944730856,609,South Gate,city,CA,06,0673080,92726,7,12615.8,7.35,
-120.002328885,38.913496099,610,South Lake Tahoe,city,CA,06,0673108,21330,6,1282.6,16.63,
-118.157320916,34.1102579760001,611,South Pasadena,city,CA,06,0673220,26943,6,7878.1,3.42,
-122.4217959,37.653045207,612,South San Francisco,city,CA,06,0673262,66105,7,7216.7,9.16,
-117.901743,34.0094338540001,613,South San Jose Hills,Census Designated Place,CA,06,0673290,19855,6,13236.7,1.5,
-118.031146412,33.9335984320001,614,South Whittier,Census Designated Place,CA,06,0673430,56415,7,10544.9,5.35,
-116.995306273,32.738424808,615,Spring Valley,Census Designated Place,CA,06,0673696,30998,6,4200.3,7.38,
-122.167350188,37.4251540390001,616,Stanford,Census Designated Place,CA,06,0673906,21150,6,7553.6,2.8,
-117.993448761,33.8002606110001,617,Stanton,city,CA,06,0673962,37962,6,12245.8,3.1,
-118.588507443,34.38937531,618,Stevenson Ranch,Census Designated Place,CA,06,0674130,20178,6,3147.9,6.41,
-121.3018775,37.9662863470001,619,Stockton,city,CA,06,0675000,320804,9,4914.3,65.28,
-122.0159605,38.249802242,620,Suisun City,city,CA,06,0675630,29518,6,7252.6,4.07,
-122.024808591,37.381716668,621,Sunnyvale,city,CA,06,0677000,155805,8,7056.4,22.08,
-117.955612127,34.5596076210001,622,Sun Village,Census Designated Place,CA,06,0677308,12345,6,1143.1,10.8,
-120.6572665,40.4211641960001,623,Susanville,city,CA,06,0677364,16728,6,2091,8,
-122.542223,37.883655881,624,Tamalpais-Homestead Valley,Census Designated Place,CA,06,0677805,11492,6,2445.1,4.7,
-118.441508152,35.1319516980001,625,Tehachapi,city,CA,06,0678092,12939,6,1250.1,10.35,
-117.134479351,33.5040480650001,626,Temecula,city,CA,06,0678120,110003,8,2950.7,37.28,
-118.057967956,34.102155597,627,Temple City,city,CA,06,0678148,36494,6,9123.5,4,
-118.845580555,34.1761073640001,628,Thousand Oaks,city,CA,06,0678582,126966,8,2291.8,55.4,
-118.341637502,33.8345988130001,629,Torrance,city,CA,06,0680000,147067,8,7156.5,20.55,
-121.420820367,37.7357851570001,630,Tracy,city,CA,06,0680238,93000,7,3574.2,26.02,
-120.206319571,39.3264103240001,631,Truckee,town,CA,06,0680588,16729,6,497,33.66,
-119.340039282,36.199629374,632,Tulare,city,CA,06,0680644,68875,7,3366.3,20.46,
-120.858669276,37.5048831730001,633,Turlock,city,CA,06,0680812,72740,7,4296.5,16.93,
-117.810615488,33.7309102310001,634,Tustin,city,CA,06,0680854,80276,7,7193.2,11.16,
-116.02985025,34.136057754,635,Twentynine Palms,city,CA,06,0680994,28065,6,477.7,58.75,
-123.210795564,39.1469279,636,Ukiah,city,CA,06,0681134,16607,6,3438.3,4.83,
-122.018464488,37.6030706190001,637,Union City,city,CA,06,0681204,70143,7,3657.1,19.18,
-117.660301302,34.1178492820001,638,Upland,city,CA,06,0681344,79040,7,5060.2,15.62,
-121.9646185,38.358220363,639,Vacaville,city,CA,06,0681554,102386,8,3401.5,30.1,
-117.9306795,34.038009437,640,Valinda,Census Designated Place,CA,06,0681638,22437,6,11162.7,2.01,
-122.250848275,38.1022903630001,641,Vallejo,city,CA,06,0681666,126090,8,4112.5,30.66,
-116.887116156,33.7435982970001,642,Valle Vista,Census Designated Place,CA,06,0681708,16194,6,2290.5,7.07,
-117.330840118,34.5141544320001,643,Victorville,city,CA,06,0682590,134810,8,1821.8,74,
-118.3485555,33.997105753,644,View Park-Windsor Hills,Census Designated Place,CA,06,0682667,11419,6,6206,1.84,
-121.319019728,38.4744982770001,645,Vineyard,Census Designated Place,CA,06,0682852,43935,6,2343.2,18.75,
-119.299430572,36.3350803220001,646,Visalia,city,CA,06,0682954,141384,8,3725.5,37.95,
-117.238601316,33.1895485910001,647,Vista,city,CA,06,0682996,98381,7,5247,18.75,
-117.859313759,34.0334410140001,648,Walnut,city,CA,06,0683332,28430,6,3162.4,8.99,
-122.060641906,37.8993390150001,649,Walnut Creek,city,CA,06,0683346,70127,7,3547.1,19.77,
-118.22049,33.969343526,650,Walnut Park,Census Designated Place,CA,06,0683402,15214,6,20285.3,0.75,
-119.347305,35.590717898,651,Wasco,city,CA,06,0683542,27047,6,2880.4,9.39,
-121.770043684,36.920268251,652,Watsonville,city,CA,06,0683668,52590,7,7733.8,6.8,
-118.29312088,33.822938655,653,West Carson,Census Designated Place,CA,06,0684144,22870,6,10030.7,2.28,
-117.9397655,34.06873634,654,West Covina,city,CA,06,0684200,109501,8,6809.8,16.08,
-118.38273,34.084866972,655,West Hollywood,city,CA,06,0684410,35757,6,18919,1.89,
-117.994347033,33.756529404,656,Westminster,city,CA,06,0684550,90911,7,9054.9,10.04,
-118.301841563,33.9416821400001,657,Westmont,Census Designated Place,CA,06,0684592,33913,6,18331.4,1.85,
-117.95963475,34.0420225940001,658,West Puente Valley,Census Designated Place,CA,06,0684774,22959,6,12277.5,1.87,
-121.550427419,38.5555950730001,659,West Sacramento,city,CA,06,0684816,53915,7,2364.7,22.8,
-118.06048625,33.9784895720001,660,West Whittier-Los Nietos,Census Designated Place,CA,06,0684921,25325,6,10049.6,2.52,
-118.018798,33.9658270460001,661,Whittier,city,CA,06,0685292,87306,7,5955.4,14.66,
-117.258240305,33.6172763220001,662,Wildomar,city,CA,06,0685446,36875,6,1555.9,23.7,
-118.2383195,33.922810499,663,Willowbrook,Census Designated Place,CA,06,0685614,24295,6,14461.3,1.68,
-122.805127201,38.5443445160001,664,Windsor,town,CA,06,0685922,26344,6,3531.4,7.46,
-116.926889587,32.837607393,665,Winter Gardens,Census Designated Place,CA,06,0685992,22380,6,5063.3,4.42,
-120.617369112,37.385428672,666,Winton,Census Designated Place,CA,06,0686076,11709,6,3851.6,3.04,
-117.368623801,33.8789677030001,667,Woodcrest,Census Designated Place,CA,06,0686244,15378,6,1351.3,11.38,
-121.7794025,38.67386974,668,Woodland,city,CA,06,0686328,61032,7,3986.4,15.31,
-117.819352971,33.888174942,669,Yorba Linda,city,CA,06,0686832,68336,7,3421.9,19.97,
-121.637437308,39.1358396970001,670,Yuba City,city,CA,06,0686972,70117,7,4655.8,15.06,
-117.042625602,34.033507297,671,Yucaipa,city,CA,06,0687042,54542,7,1929.3,28.27,
-116.421480221,34.1230987760001,672,Yucca Valley,town,CA,06,0687056,21738,6,545.8,39.83,
-105.108874165,39.8231324160001,673,Arvada,city,CO,08,0803455,124402,8,3143.8,39.57,
-104.78718625,39.6988916510001,674,Aurora,city,CO,08,0804000,386261,9,2403.5,160.71,
-105.028187175,39.804466092,675,Berkley,Census Designated Place,CO,08,0806172,12536,6,3065,4.09,
-104.67524227,39.06084989,676,Black Forest,Census Designated Place,CO,08,0806970,15097,6,149.9,100.7,
-105.258969567,40.015951322,677,Boulder,city,CO,08,0807850,108250,8,3955.1,27.37,
-104.813116587,39.9858742860001,678,Brighton,city,CO,08,0808675,40083,6,1860.9,21.54,
-105.054102641,39.9357824800001,679,Broomfield,city,CO,08,0809280,74112,7,2209,33.55,
-105.2103245,38.459410688,680,Cañon City,city,CO,08,0811810,17141,6,1382.3,12.4,
-104.857161473,39.374174286,681,Castle Rock,town,CO,08,0812415,73158,7,2133.5,34.29,
-104.92279475,39.586569872,682,Centennial,city,CO,08,0812815,108418,8,3629.7,29.87,
-104.8568145,39.6102991240001,683,Cherry Creek,Census Designated Place,CO,08,0813590,11488,6,6879,1.67,
-104.699517142,38.859004794,684,Cimarron Hills,Census Designated Place,CO,08,0814587,19311,6,3251,5.94,
-108.456974918,39.077462331,685,Clifton,Census Designated Place,CO,08,0815165,20413,6,3351.9,6.09,
-104.815075503,38.8296513490001,686,Colorado Springs,city,CO,08,0816000,478961,9,2446.7,195.76,
-105.069381385,39.5878629740001,687,Columbine,Census Designated Place,CO,08,0816110,25229,6,3737.6,6.75,
-104.91011589,39.8081788800001,688,Commerce City,city,CO,08,0816495,62418,7,1714.8,36.4,
-105.134085342,39.6194085770001,689,Dakota Ridge,Census Designated Place,CO,08,0819150,33892,6,3497.6,9.69,
-104.98252075,39.7293711190001,690,Denver,city,CO,08,0820000,715522,10,4624.3,154.73,State
-107.879011948,37.279082853,691,Durango,city,CO,08,0822035,19071,6,1115.3,17.1,
-106.591585411,39.6421895550001,692,Edwards,Census Designated Place,CO,08,0823300,11246,6,419.8,26.79,
-104.994188458,39.646823667,693,Englewood,city,CO,08,0824785,33659,6,5061.5,6.65,
-105.034833196,40.045835416,694,Erie,town,CO,08,0824950,30038,6,1514,19.84,
-104.696313362,40.3788325040001,695,Evans,city,CO,08,0825280,22165,6,2104.9,10.53,
-105.010824,39.8579519580001,696,Federal Heights,city,CO,08,0826270,14382,6,8079.8,1.78,
-104.936210148,40.1223386200001,697,Firestone,town,CO,08,0826600,16381,6,1151.2,14.23,
-104.783582368,38.7402844590001,698,Fort Carson,Census Designated Place,CO,08,0827370,17693,6,631.9,28,
-105.074042321,40.5767604100001,699,Fort Collins,city,CO,08,0827425,169810,8,2904.2,58.47,
-103.788396141,40.255970555,700,Fort Morgan,city,CO,08,0827810,11597,6,2147.6,5.4,
-104.7062675,38.6826065130001,701,Fountain,city,CO,08,0827865,29802,6,1322.8,22.53,
-108.728585281,39.1542001510001,702,Fruita,city,CO,08,0828745,13395,6,1637.5,8.18,
-105.214301796,39.7379455450001,703,Golden,city,CO,08,0830835,20399,6,2096.5,9.73,
-108.56625842,39.0876636770001,704,Grand Junction,city,CO,08,0831660,65560,7,1635.7,40.08,
-104.696120113,40.4213588200001,705,Greeley,city,CO,08,0832155,108795,8,2216.2,49.09,
-104.914155,39.616826141,706,Greenwood Village,city,CO,08,0833035,15691,6,1895,8.28,
-104.970778583,39.541932043,707,Highlands Ranch,Census Designated Place,CO,08,0836410,103444,8,4258.7,24.29,
-104.907416457,40.3339984190001,708,Johnstown,town,CO,08,0839855,17303,6,1246.6,13.88,
-105.1654478,39.5842292630001,709,Ken Caryl,Census Designated Place,CO,08,0840377,33811,6,3429.1,9.86,
-105.099217387,39.994308147,710,Lafayette,city,CO,08,0841835,30411,6,3228.3,9.42,
-105.08972425,39.7042113850001,711,Lakewood,city,CO,08,0843000,155984,8,3493.5,44.65,
-105.015215675,39.5936042110001,712,Littleton,city,CO,08,0845255,45652,6,3317.7,13.76,
-104.878343803,39.5536343850001,713,Lone Tree,city,CO,08,0845955,14253,6,1452.9,9.81,
-105.100755943,40.1687281760001,714,Longmont,city,CO,08,0845970,98885,7,3250.7,30.42,
-105.144017992,39.970978169,715,Louisville,city,CO,08,0846355,21226,6,2627,8.08,
-105.075273662,40.394198976,716,Loveland,city,CO,08,0846465,76378,7,2127.5,35.9,
-107.858198997,38.4731744630001,717,Montrose,city,CO,08,0851745,20291,6,1098,18.48,
-104.980170752,39.8996735260001,718,Northglenn,city,CO,08,0854330,38131,6,5125.1,7.44,
-104.755081873,39.5140609100001,719,Parker,town,CO,08,0857630,58512,7,2619.2,22.34,
-104.605597638,38.267441703,720,Pueblo,city,CO,08,0862000,111876,8,1994.9,56.08,
-104.726560799,38.355087456,721,Pueblo West,Census Designated Place,CO,08,0862220,33086,6,665.6,49.71,
-104.713677321,38.7491925530001,722,Security-Widefield,Census Designated Place,CO,08,0868847,38639,6,2866.4,13.48,
-105.001365024,39.8389414810001,723,Sherrelwood,Census Designated Place,CO,08,0869810,19228,6,7848.2,2.45,
-106.823284254,40.4774057280001,724,Steamboat Springs,city,CO,08,0873825,13224,6,1335.8,9.9,
-103.212377651,40.628006473,725,Sterling,city,CO,08,0873935,13735,6,1812,7.58,
-105.158326765,39.9347066130001,726,Superior,town,CO,08,0875640,13094,6,3298.2,3.97,
-104.732950413,39.451052728,727,The Pinery,Census Designated Place,CO,08,0877235,11311,6,1085.5,10.42,
-104.984422645,39.869698494,728,Thornton,city,CO,08,0877290,141867,8,3738.3,37.95,
-104.965456044,39.8402670830001,729,Welby,Census Designated Place,CO,08,0883120,15553,6,4092.9,3.8,
-105.062837165,39.8830247120001,730,Westminster,city,CO,08,0883835,116317,8,3431.2,33.9,
-105.103168863,39.7727725410001,731,Wheat Ridge,city,CO,08,0884440,32398,6,3381.8,9.58,
-104.901656992,40.4771895010001,732,Windsor,town,CO,08,0885485,32716,6,1220.3,26.81,
-73.0689261209999,41.344247481,733,Ansonia,city,CT,09,0901150,18918,6,3056.2,6.19,
-73.19897,41.193602787,734,Bridgeport,city,CT,09,0908000,148654,8,9142.3,16.26,
-72.940696332,41.6811556010001,735,Bristol,city,CT,09,0908420,60833,7,2269,26.81,
-73.47100889,41.4015659890001,736,Danbury,city,CT,09,0918430,86518,7,1954.3,44.27,
-73.083351954,41.3268055130001,737,Derby,city,CT,09,0919480,12325,6,2402.5,5.13,
-72.615223553,41.7634430370001,738,East Hartford,Census Designated Place,CT,09,0922700,51045,7,2723.9,18.74,
-72.8704509729999,41.278377908,739,East Haven,Census Designated Place,CT,09,0922980,27923,6,2209.1,12.64,
-73.637801514,41.0631491950001,740,Greenwich,Census Designated Place,CT,09,0933690,13836,6,2858.7,4.84,
-72.683398433,41.7660672740001,741,Hartford,city,CT,09,0937000,121054,8,6702.9,18.06,State
-72.519192198,41.7801391830001,742,Manchester,Census Designated Place,CT,09,0944690,36379,6,3924.4,9.27,
-72.794344102,41.5367323400001,743,Meriden,city,CT,09,0946450,60850,7,2524.9,24.1,
-72.651943,41.5355469740001,744,Middletown,city,CT,09,0947290,47717,6,1126.5,42.36,
-73.08181,41.233703265,745,Milford city (balance),unknown,CT,09,0947515,50558,7,2287.7,22.1,
-73.051918208,41.489027375,746,Naugatuck,borough,CT,09,0949880,31519,6,1923.1,16.39,
-72.7862290699999,41.675808427,747,New Britain,city,CT,09,0950370,74135,7,5503.7,13.47,
-72.94565412,41.31742237,748,New Haven,city,CT,09,0952000,134023,8,7128.9,18.8,
-72.730837618,41.6870030920001,749,Newington,Census Designated Place,CT,09,0952210,30536,6,2323.9,13.14,
-72.108208887,41.3555282360001,750,New London,city,CT,09,0952280,27367,6,4860.9,5.63,
-72.857104592,41.3819506350001,751,North Haven,Census Designated Place,CT,09,0954940,24253,6,1151.1,21.07,
-73.4066847029999,41.1128088950001,752,Norwalk,city,CT,09,0955990,91184,7,3968,22.98,
-72.088359894,41.550205084,753,Norwich,city,CT,09,0956200,40125,6,1386,28.95,
-73.000792943,41.268023768,754,Orange,Census Designated Place,CT,09,0957670,14280,6,826.4,17.28,
-73.1104021529999,41.323569406,755,Shelton,city,CT,09,0968100,40869,6,1300.3,31.43,
-73.542050419,41.0523816670001,756,Stamford,city,CT,09,0973000,135470,8,3526,38.42,
-72.255147381,41.8045166370001,757,Storrs,Census Designated Place,CT,09,0973980,15979,6,2130.5,7.5,
-73.088472273,41.804221387,758,Torrington,city,CT,09,0976500,35515,6,880.8,40.32,
-72.8188587619999,41.4499161190001,759,Wallingford Center,Census Designated Place,CT,09,0978880,18278,6,2476.7,7.38,
-73.036133207,41.558239116,760,Waterbury,city,CT,09,0980000,114403,8,3953.1,28.94,
-72.753538797,41.766935663,761,West Hartford,Census Designated Place,CT,09,0982660,64083,7,2878.8,22.26,
-72.967030541,41.273807909,762,West Haven,city,CT,09,0982800,55584,7,5104.1,10.89,
-72.670340951,41.701310903,763,Wethersfield,Census Designated Place,CT,09,0984970,27298,6,2083.8,13.1,
-72.2173286569999,41.715280976,764,Willimantic,Census Designated Place,CT,09,0985810,18149,6,3270.1,5.55,
-72.6543915829999,41.926716389,765,Windsor Locks,Census Designated Place,CT,09,0987140,12613,6,1346.1,9.37,
-75.6802972139999,39.6187752880001,766,Bear,Census Designated Place,DE,10,1004130,23060,6,3989.6,5.78,
-75.715281067,39.666642992,767,Brookside,Census Designated Place,DE,10,1009850,14974,6,3849.4,3.89,
-75.521187632,39.1607326230001,768,Dover,city,DE,10,1021200,39403,6,1643.8,23.97,State
-75.7626165,39.5999154400001,769,Glasgow,Census Designated Place,DE,10,1029350,15288,6,1539.6,9.93,
-75.6815671699999,39.7837562020001,770,Hockessin,Census Designated Place,DE,10,1035850,13478,6,1341.1,10.05,
-75.716595963,39.445164709,771,Middletown,town,DE,10,1047030,23192,6,1836.3,12.63,
-75.7561815,39.6723290950001,772,Newark,city,DE,10,1050670,30601,6,3245.1,9.43,
-75.699257903,39.729582351,773,Pike Creek Valley,Census Designated Place,DE,10,1056500,11692,6,4073.9,2.87,
-75.6054799999999,39.271807477,774,Smyrna,town,DE,10,1067310,12883,6,2044.9,6.3,
-75.545226968,39.747211812,775,Wilmington,city,DE,10,1077580,70898,7,6421.9,11.04,
-77.027644725,38.8892688600001,776,Washington,city,DC,11,1150000,689545,10,11179.4,61.68,National
-81.1763285,28.530569444,777,Alafaya,Census Designated Place,FL,12,1200410,92452,7,2950.9,31.33,
-81.359014422,28.6671156520001,778,Altamonte Springs,city,FL,12,1200950,46231,6,4771,9.69,
-82.371665,27.7704417850001,779,Apollo Beach,Census Designated Place,FL,12,1201675,26002,6,1276.5,20.37,
-81.507326012,28.6735772380001,780,Apopka,city,FL,12,1201700,54873,7,1526.8,35.94,
-119.787202135,34.445212021,781,Eastern Goleta Valley,Census Designated Place,CA,06,0620574,28656,6,1720,16.66,
-118.923071,35.3652520150001,782,East Niles,Census Designated Place,CA,06,0620903,28390,6,5199.6,5.46,
-117.98871365,33.9243627270001,783,East Whittier,Census Designated Place,CA,06,0621292,10394,6,9535.8,1.09,
-118.957853488,35.3789702820001,784,Hillcrest,Census Designated Place,CA,06,0633689,10528,6,7629,1.38,
-117.470534851,34.0010321720001,785,Jurupa Valley,city,CA,06,0637692,105053,8,2405.1,43.68,
-118.440168894,33.976329573,786,Marina del Rey,Census Designated Place,CA,06,0645806,11373,6,13224.4,0.86,
-117.561799576,33.514005635,787,Rancho Mission Viejo,Census Designated Place,CA,06,0659503,10378,6,274.5,37.81,
-121.703783898,38.1767855420001,788,Rio Vista,city,CA,06,0660984,10005,6,1509,6.63,
-122.3741565,40.673009516,789,Shasta Lake,city,CA,06,0671225,10371,6,948.9,10.93,
-117.467478584,33.757876842,790,Temescal Valley,Census Designated Place,CA,06,0678138,26232,6,1353.6,19.38,
-117.015773155,33.233114501,791,Valley Center,Census Designated Place,CA,06,0681736,10087,6,367.5,27.45,
-117.923797108,34.0982469580001,792,Vincent,Census Designated Place,CA,06,0682815,15714,6,10689.8,1.47,
-118.268761574,33.905711276,793,West Rancho Dominguez,Census Designated Place,CA,06,0684780,24347,6,6117.3,3.98,
-105.0791005,40.3074045210001,794,Berthoud,town,CO,08,0806255,10332,6,790.5,13.07,
-104.8525315,39.4603121860001,795,Castle Pines,city,CO,08,0812387,11036,6,1150.8,9.59,
-104.8801855,39.6804480660001,796,Four Square Mile,Census Designated Place,CO,08,0827950,22872,6,8471.1,2.7,
-104.93428564,40.0978183190001,797,Frederick,town,CO,08,0828360,14513,6,953.5,15.22,
-104.869968557,39.08814907,798,Monument,town,CO,08,0851800,10399,6,1509.3,6.89,
-107.782383052,39.5355660500001,799,Rifle,city,CO,08,0864255,10437,6,1457.7,7.16,
-105.005897887,40.699898025,800,Wellington,town,CO,08,0883230,11047,6,3043.3,3.63,
-73.411583191,41.372726549,801,Bethel,Census Designated Place,CT,09,0904790,11582,6,1868.1,6.2,
-75.424505736,38.909672331,802,Milford,city,DE,10,1047420,11190,6,1125.8,9.94,
-82.4912870639999,29.795920392,803,Alachua,city,FL,12,1200375,10574,6,289.2,36.56,
-81.414921782,30.332477898,804,Atlantic Beach,city,FL,12,1202400,13513,6,3528.2,3.83,
-81.7945185,28.0759713310001,805,Auburndale,city,FL,12,1202550,15616,6,758.8,20.58,
-80.13810454,25.959344308,806,Aventura,city,FL,12,1202681,40242,6,14580.4,2.76,
-81.295729288,28.546800848,807,Azalea Park,Census Designated Place,FL,12,1202850,14141,6,4576.4,3.09,
-81.834993347,27.895785969,808,Bartow,city,FL,12,1203675,19309,6,366.4,52.7,
-82.683417861,28.3254510900001,809,Bayonet Point,Census Designated Place,FL,12,1204162,26713,6,4597.8,5.81,
-82.576725,27.4395138260001,810,Bayshore Gardens,Census Designated Place,FL,12,1204350,19904,6,5591,3.56,
-81.737753498,30.179661987,811,Bellair-Meadowbrook Terrace,Census Designated Place,FL,12,1205025,14482,6,3472.9,4.17,
-80.668018887,26.6855993120001,812,Belle Glade,city,FL,12,1205200,16698,6,2375.2,7.03,
-87.312022127,30.4620250130001,813,Bellview,Census Designated Place,FL,12,1205462,25541,6,2168.2,11.78,
-82.262390806,27.8783942680001,814,Bloomingdale,Census Designated Place,FL,12,1206875,22947,6,2738.3,8.38,
-80.089679086,26.3520877890001,815,Boca Raton,city,FL,12,1207300,97422,7,3318.2,29.36,
-81.797601383,26.3334826180001,816,Bonita Springs,city,FL,12,1207525,53644,7,1314.2,40.82,
-80.0655236329999,26.5287751860001,817,Boynton Beach,city,FL,12,1207875,80380,7,4946.5,16.25,
-82.588682938,27.4840392730001,818,Bradenton,city,FL,12,1207950,55698,7,3862.6,14.42,
-82.299986987,27.93673926,819,Brandon,Census Designated Place,FL,12,1208150,114626,8,3275,35,
-87.2495979559999,30.4728361840001,820,Brent,Census Designated Place,FL,12,1208300,23447,6,2237.3,10.48,
-80.241756884,25.821611385,821,Brownsville,Census Designated Place,FL,12,1209000,16583,6,7273.2,2.28,
-81.353891128,28.3349190530001,822,Buenaventura Lakes,Census Designated Place,FL,12,1209415,30251,6,5354.2,5.65,
-85.58094548,30.1423109830001,823,Callaway,city,FL,12,1209725,13045,6,1380.4,9.45,
-80.605108429,28.393326223,824,Cape Canaveral,city,FL,12,1210250,9972,5,4471.7,2.23,
-81.95656196,26.6306162660001,825,Cape Coral,city,FL,12,1210275,194016,8,1686.9,115.01,
-82.5148433749999,28.057672687,826,Carrollwood,Census Designated Place,FL,12,1210825,34352,6,3344.9,10.27,
-81.32163494,28.661850767,827,Casselberry,city,FL,12,1211050,28794,6,3834.1,7.51,
-82.5184628,28.14592313,828,Cheval,Census Designated Place,FL,12,1211912,12522,6,1844.2,6.79,
-82.562212,28.0591295190001,829,Citrus Park,Census Designated Place,FL,12,1212425,28178,6,2604.3,10.82,
-82.798752097,27.966190693,830,Clearwater,city,FL,12,1212875,117292,8,4404.5,26.63,
-81.7606115,28.552655277,831,Clermont,city,FL,12,1212925,43021,6,2254.8,19.08,
-80.7259600949999,28.3497111460001,832,Cocoa,city,FL,12,1213150,19041,6,1392.9,13.67,
-80.635683375,28.316658922,833,Cocoa Beach,city,FL,12,1213175,11354,6,2252.8,5.04,
-80.1841532079999,26.280515791,834,Coconut Creek,city,FL,12,1213275,57833,7,4823.4,11.99,
